"gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","account_age","min_balance","max_balance","amount","duration","payments","status","type"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5198.78888888889,4333.6,2.66666666666667,4,1100,29899.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",9330.3125,9033.73333333333,4.25,4,900,37238.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4378.609375,4690.52592592593,4.5,6,600,28283.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",12533.225,11825.6090909091,5.33333333333333,5,1100,54910.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",25381.1133333333,24813.8318181818,5.82222222222222,7,300,79948.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",23437.8,22029.38,4.58333333333333,4,900,80401.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",21675.2533333333,19807.3846153846,4.6,5,200,77182,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",13902.4725,13754.4894736842,6.375,7,300,56102.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6573.22631578947,5143.74285714286,4.36842105263158,5,1000,52893.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",35669.6157894737,35892.945945946,6.07894736842105,7,200,145042.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3079.66153846154,2157.04444444444,4.38461538461539,5,500,20637,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"issuance after transaction",23458.3214285714,23842.0731707317,6.16666666666667,7,900,103051.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",17939.94,17067.0181818182,5.6,6,800,83233.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",2905.08571428571,3032.6,2.42857142857143,4,900,18111.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",27235.2666666667,23648.44,4.5,4,400,78102.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5341.72307692308,5928.1,3.84615384615385,5,1000,29245,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weekly issuance",36566.48,34098.7142857143,6.4,5,1100,127913.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6843.53333333333,6451,5.64102564102564,7,400,45811.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",11363.3176470588,10906.88,5.58823529411765,5,800,48225.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6201.9875,6024.17,4.41666666666667,5,700,31185.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",36053.49,34681.1333333333,4.9,4,400,101205.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",15120.5083333333,14142.3363636364,5.33333333333333,5,700,57870.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",22326.5341463415,22012.1076923077,6.63414634146341,7,900,73106.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",19938.21,18924.25,4.8,4,600,63379.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",13606.5962962963,13951.128,4.85185185185185,6,1100,50539.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",11981.7466666667,11993.5813953488,6.2,7,1100,48161.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",18665.3906976744,18031.7512195122,7.67441860465116,7,1100,75172.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4215.26216216216,4660.896875,4.83783783783784,7,-4100.5,23523,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",18960.8,18172.25,4.1,4,500,65954.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",11299.7555555556,13199.5666666667,5.11111111111111,7,800,41106.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",7548.54545454545,5810.95,3.54545454545455,4,900,39913.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",35192.9176470588,33042.3875,5.64705882352941,5,400,100348.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",44911.08,46215.1826086956,8.04,6,-8408.2,167176.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",15821.44,14585.425,4.3,7,800,51971.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5379.94166666667,5506.475,3.66666666666667,4,800,29066.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",9891.228125,9059.64,5.53125,6,1100,47971.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5523,4539.76666666667,4.8125,5,600,37151.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weekly issuance",23613.8333333333,19633.8,3.5,4,700,88440.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",2719.475,2645.6,2.875,4,900,15746,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3177.69166666667,3091.74285714286,3.33333333333333,4,900,19426.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",11067.6928571429,11568.2833333333,4.28571428571429,5,200,41264.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",7154.03333333333,6740.82666666667,5.63636363636364,6,900,39478.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",22267.3714285714,18057.3,3.71428571428571,4,600,70533.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",11243.7,10861.45,5.5,4,700,45342,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",25350.3391304348,23883.3238095238,6.8695652173913,5,600,82605.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3226.94782608696,3100.50243902439,5.47826086956522,7,400,25097.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3192.53414634146,3175.48888888889,4.41463414634146,7,700,21722.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4757.55,4797.8,4.41666666666667,5,600,24075.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3246.29230769231,3279.95294117647,4.64102564102564,7,300,23558.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",14158.0857142857,11956.64,3.85714285714286,4,900,53597.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",17742.9541666667,17284.0739130435,6.47916666666667,7,800,69970.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5194.23333333333,5631.8,2.33333333333333,4,900,28973.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",25235.23,22514.7,4.6,4,700,77961.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4738.13333333333,14.6,1.33333333333333,4,1000,28428.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",21058.6413043478,20187.3909090909,6.30434782608696,7,500,85055.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6315.66666666667,7394.475,4.41666666666667,4,1100,34390.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6998.73181818182,6697.1,4.70454545454545,7,500,79407.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",25216.6825,24730.9230769231,5.525,7,700,79831.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",16159.4,16091.68,3.94117647058824,5,1000,55746.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5023.71621621622,4978.4551724138,2.5,7,500,83165.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6505.3375,6212.95,4.5,5,200,34585.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",8306.51666666667,6250,1.28571428571429,4,400,49499,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5453.75652173913,4658.6,4.43478260869565,5,500,39870,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"issuance after transaction",27779.2818181818,33692.875,4.18181818181818,4,500,111062.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",24878.6,23960.1111111111,4.8,4,600,68672.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",12666.22,7900,2.6,4,700,51974.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",35868.6037037037,36883.8769230769,6.37037037037037,6,500,133647.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5977.52564102564,5152.03611111112,4.41025641025641,7,-481.8,53709.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"issuance after transaction",35128.3166666667,32531.5454545455,4.66666666666667,4,500,109538,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",2706.66666666667,1244.44444444444,1,6,300,29400,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",38466.1,37622.7372093023,6,7,-1376.9,139800.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",24357.953125,23514.4774193548,6.375,6,900,73207.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",21264.7428571429,19491.25,4.64285714285714,5,200,66850.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",20032.02,18694.125,4.3,4,1100,77355.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",32078.3444444444,30194.9294117647,5.78947368421053,7,1000,140228.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",14373.1285714286,14617.9307692308,3.57142857142857,5,-1483.8,74064.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",14974.1166666667,10478.3,4.16666666666667,4,1100,54308.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",21237.043902439,21586.8,5.80487804878049,7,600,68959,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",18146.8055555556,20827.46,5.27777777777778,7,-2485.5,89733.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6278.13617021277,6360.88571428572,5.02127659574468,7,1000,35597.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3169.17272727273,2398.26666666667,3.45454545454545,4,500,20893.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",13311.9916666667,12140.62,5.08333333333333,4,600,55629.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",2747,1670.6,2.25,4,1100,17388.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",21199.35,23070.375,5,4,600,65958.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3278.05882352941,2886.29230769231,4.35294117647059,5,1000,19379.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",21437.6272727273,21794.31,5.40909090909091,5,1000,62679.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4882.03783783784,4957.24848484849,4.86486486486486,7,600,31812.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",34852.39375,34750.1361702128,5.25,7,1000,169292.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6143.975,5296.76,3.375,4,700,32019.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",24650.0357142857,23031.2615384615,4.71428571428571,5,1100,77177.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",33789.1558139535,34240.3682926829,5.72093023255814,7,-1497.1,147974.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",12503,300,2,4,900,24996,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",23042.6222222222,22996.0571428571,4.66666666666667,4,200,70301.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",7080.90263157895,6335.85142857143,5.28947368421053,7,-1356.4,48275.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5960.98823529412,6907.69230769231,2.05882352941176,5,1000,61108,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",10364.8,9777.432,4.48148148148148,6,200,48841.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",15411.0857142857,15531.6315789474,8.14285714285714,7,700,54321.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",15650.1326086957,15510.4227272727,6.23913043478261,7,900,54516.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4882.7275,5197.02857142857,4.35,7,900,28197.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",12805.4176470588,11066.3466666667,4.05882352941176,5,200,67688.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",22119.4594594595,21385.7371428571,5.43243243243243,7,-1918.1,95907.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",2663.95714285714,1319.6,2.28571428571429,4,1000,16619.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4451.71951219512,3898.36756756757,6.09756097560976,7,1100,40686.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",20111.1307692308,17936.3846153846,3.21428571428571,7,400,115000.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weekly issuance",20406.86,22614.625,4.1,4,400,129743.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",23992.3825,23814.0947368421,5.775,7,1000,80407.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",36108.6105263158,38118.2914285714,5,7,-1409.4,145342.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5307.96097560975,5228.04444444445,4.51219512195122,7,200,34991.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4733.33333333333,800,1,4,700,14200,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3086.44545454545,2266.26666666667,3,4,1000,20734.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",14390.1538461538,14893.9818181818,4.23076923076923,5,300,45535.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",9508.5,2150,2.5,4,900,37619.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5882.75,2577.3,2,4,800,32676.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",20106.916,18870.275,5.32,6,1100,69734.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",4208.96428571429,4136.38947368421,8.40476190476191,7,500,27843.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",8814.15,8143.65,3,4,700,31800.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5650.67,3866.26666666667,3.7,4,300,33323.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5956.40263157895,5667.72571428572,6.15789473684211,7,900,32186.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",2314.28571428571,1519.04761904762,1,7,1000,26800,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5748.74857142857,5215.26666666667,4.91428571428571,6,1100,50352.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",3101.86363636364,2682.26666666667,3.54545454545455,4,900,20723.6,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",5048.61666666667,1172.3,3.16666666666667,4,500,29778.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",10790.2341463415,10651.3052631579,5.48780487804878,7,200,58743.3,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weekly issuance",61781.6272727273,65696.2222222222,8.54545454545454,5,300,123928.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weekly issuance",26583.26,28087.5652173913,5.84,6,500,144017.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",16442.11875,16389.1857142857,6.125,5,200,68003.8,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",6078.248,5716.66363636364,5.96,6,300,30981.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",26508.2657894737,26013.9405405405,5.10526315789474,7,439.9,79414.9,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",42085.8947368421,42047.9513513514,6.47368421052632,7,400,148513.1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",32878.928,35401.0909090909,6.44,6,1000,130543.2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",34013.1411764706,25563.5577777778,5.19148936170213,7,-7448.4,141658.7,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",13817.5911764706,13357.7,5.47058823529412,6,800,58067.5,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monthly issuance",8095.35135135135,8220.28823529412,5.32432432432432,7,9846,40213.1,NA,NA,NA,NA,NA
